2020-10-26 06:09:35,b'RT @El_PlagueonPy: El Hurac\xc3\xa1n Irma llega a la isla San Mart\xc3\xadn..est\xc3\xa1 pasando un Hurac\xc3\xa1n y no se corta la energ\xc3\xada el\xc3\xa9ctrica @ANDEOficial  htt\xe2\x80\xa6'
2020-10-26 06:09:15,b'RT @El_PlagueonPy: El Hurac\xc3\xa1n Irma llega a la isla San Mart\xc3\xadn..est\xc3\xa1 pasando un Hurac\xc3\xa1n y no se corta la energ\xc3\xada el\xc3\xa9ctrica @ANDEOficial  htt\xe2\x80\xa6'
2020-10-26 06:07:03,b'RT @El_PlagueonPy: El Hurac\xc3\xa1n Irma llega a la isla San Mart\xc3\xadn..est\xc3\xa1 pasando un Hurac\xc3\xa1n y no se corta la energ\xc3\xada el\xc3\xa9ctrica @ANDEOficial  htt\xe2\x80\xa6'
2020-10-26 06:07:02,b'RT @El_PlagueonPy: El Hurac\xc3\xa1n Irma llega a la isla San Mart\xc3\xadn..est\xc3\xa1 pasando un Hurac\xc3\xa1n y no se corta la energ\xc3\xada el\xc3\xa9ctrica @ANDEOficial  htt\xe2\x80\xa6'
2020-10-26 06:06:02,b'RT @El_PlagueonPy: El Hurac\xc3\xa1n Irma llega a la isla San Mart\xc3\xadn..est\xc3\xa1 pasando un Hurac\xc3\xa1n y no se corta la energ\xc3\xada el\xc3\xa9ctrica @ANDEOficial  htt\xe2\x80\xa6'
2020-10-26 06:02:52,b'RT @El_PlagueonPy: El Hurac\xc3\xa1n Irma llega a la isla San Mart\xc3\xadn..est\xc3\xa1 pasando un Hurac\xc3\xa1n y no se corta la energ\xc3\xada el\xc3\xa9ctrica @ANDEOficial  htt\xe2\x80\xa6'
2020-10-26 02:52:50,"b'RT @virmarle: @DAVILACOLON Si , eso esta fuerte y mas mas sus ni\xc3\xb1os  que est\xc3\xa1n subiendo!! Q pongan todas las obras que dejo! Y como trabajo\xe2\x80\xa6'"
2020-10-26 01:20:57,"b'RT @virmarle: @DAVILACOLON Si , eso esta fuerte y mas mas sus ni\xc3\xb1os  que est\xc3\xa1n subiendo!! Q pongan todas las obras que dejo! Y como trabajo\xe2\x80\xa6'"
2020-10-26 00:13:50,"b'RT @virmarle: @DAVILACOLON Si , eso esta fuerte y mas mas sus ni\xc3\xb1os  que est\xc3\xa1n subiendo!! Q pongan todas las obras que dejo! Y como trabajo\xe2\x80\xa6'"
2020-10-26 00:06:58,"b'@DAVILACOLON Si , eso esta fuerte y mas mas sus ni\xc3\xb1os  que est\xc3\xa1n subiendo!! Q pongan todas las obras que dejo! Y co\xe2\x80\xa6 https://t.co/P4p9cJFUWX'"
2020-10-25 21:53:56,b'@loucheekboness Ac\xc3\xa1 en Cba se cae el cielo y se aproxima hurac\xc3\xa1n Irma :)'
2020-10-25 15:33:39,b'@MUDDLAW Lo que no se puede olvidar y perdonar es como el PNP de turno reparti\xc3\xb3 $$$$ a mansalva a sus amigos del al\xe2\x80\xa6 https://t.co/mIfgVF7a4s'
2020-10-25 13:11:25,"b'@InesMChapman @PresidenciaCuba @CubaMINREX @AsambleaCuba @MMarreroCruz @DiazCanelB @ElbaRosaPM Viceprimer ministra,\xe2\x80\xa6 https://t.co/mJn5vQpOgs'"
2020-10-24 00:24:02,"b'RT @Edu__BL: @alexismoncayo Quien asesora a Lasso y le dice que haga lo mismo que Alvarito, solo le falta filmar videos enfrentarse contra\xe2\x80\xa6'"
2020-10-23 22:40:31,"b'@alexismoncayo Quien asesora a Lasso y le dice que haga lo mismo que Alvarito, solo le falta filmar videos enfrenta\xe2\x80\xa6 https://t.co/amWxDxImFG'"
2020-10-23 22:12:19,"b'@_Judith15_ As\xc3\xad estoy yo ahora :(((\n\nYo ped\xc3\xad que llueva, no que venga un hurac\xc3\xa1n Irma a querer llevarme el techo de mi casa blda :((((('"
2020-10-22 15:08:32,b'El primer Ministro Manuel Marrero Cruz en Caibari\xc3\xa9n visita zona de personas albergadas del huracan Irma https://t.co/ciOKJC1CXs'
2020-10-21 23:25:45,b'@MeteoFedex Fede el viento cuando se tranquiliza??? x quilmes otra que el hurac\xc3\xa1n irma\xf0\x9f\x98\xb0\xf0\x9f\x98\xb0\xf0\x9f\x98\xb0'
